"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,165
"2",2,1,169,2,165
"3",3,1,257,2,165
"4",4,1,344,2,165
"5",5,1,432,2,165
"6",6,1,520,2,165
"7",7,81,602,2,165
"8",8,83,4.5,2,165
"9",9,86.7,17.1,2,165
"10",10,89.7142857142857,3.5,2,165
"11",11,92.7692307692308,16.4615384615385,2,165
"12",12,95.6666666666667,3.5,2,165
"13",13,97,16,2,165
"14",14,97,21,2,165
"15",15,101.6875,3.625,2,165
"16",16,101.7,17.1,2,165
"17",17,107.571428571429,16.2857142857143,2,165
"18",18,106,3.5,2,165
"19",19,112.692307692308,3.38461538461538,2.15384615384615,165
"20",20,112,16,2,165
"21",21,112,21,2,165
"22",22,116.7,17.1,2,165
"23",23,117,3.5,2,165
"24",24,122,3.04545454545455,2,165
"25",25,122.7,17.1,2,165
"26",26,128.75,3.375,2,165
"27",27,169,602,2,165
"28",28,257,602,2,165
"29",29,281.478485370052,293.652323580034,2.39414802065404,165
"30",30,345,602,2,165
"31",31,432,602,2,165
"32",32,520,602,2,165
"33",33,608,602,2,165
