"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,95
"2",2,1,169,2,95
"3",3,1,257,2,95
"4",4,1,344,2,95
"5",5,1,432,2,95
"6",6,1,520,2,95
"7",7,81,602,2,95
"8",8,83,4.5,2,95
"9",9,86.7,17.1,2,95
"10",10,89.7142857142857,3.5,2,95
"11",11,92.7692307692308,16.4615384615385,2,95
"12",12,95.6666666666667,3.5,2,95
"13",13,97,16,2,95
"14",14,97,21,2,95
"15",15,101.6875,3.625,2,95
"16",16,101.7,17.1,2,95
"17",17,107.272727272727,17.2727272727273,2,95
"18",18,106,3.5,2,95
"19",19,112.692307692308,3.38461538461538,2.15384615384615,95
"20",20,112,16,2,95
"21",21,112,21,2,95
"22",22,116.5,17.5,2,95
"23",23,117,3.5,2,95
"24",24,122,3.04545454545455,2,95
"25",25,122.7,17.1,2,95
"26",26,128.75,3.375,2,95
"27",27,169,602,2,95
"28",28,257,602,2,95
"29",29,345,602,2,95
"30",30,367.094117647059,135.023529411765,2.30588235294118,95
"31",31,380.291931097008,160.240253853128,2.44786944696283,95
"32",32,432,602,2,95
"33",33,520,602,2,95
"34",34,608,602,2,95
