"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,104
"2",2,1,169,2,104
"3",3,1,257,2,104
"4",4,1,344,2,104
"5",5,1,432,2,104
"6",6,1,520,2,104
"7",7,81,602,2,104
"8",8,83,4.5,2,104
"9",9,86.7,17.1,2,104
"10",10,89.7142857142857,3.5,2,104
"11",11,92.7692307692308,16.4615384615385,2,104
"12",12,95.6666666666667,3.5,2,104
"13",13,97,16,2,104
"14",14,97,21,2,104
"15",15,101.6875,3.625,2,104
"16",16,101.7,17.1,2,104
"17",17,107.272727272727,17.2727272727273,2,104
"18",18,106,3.5,2,104
"19",19,112.692307692308,3.38461538461538,2.15384615384615,104
"20",20,112,16,2,104
"21",21,112,21,2,104
"22",22,116.7,17.1,2,104
"23",23,117,3.5,2,104
"24",24,122,3.04545454545455,2,104
"25",25,122.5,17.5,2,104
"26",26,128.75,3.375,2,104
"27",27,169,602,2,104
"28",28,257,602,2,104
"29",29,345,602,2,104
"30",30,365.411487018096,195.881982690795,2.47285601888277,104
"31",31,381.961538461538,190.961538461538,1.78846153846154,104
"32",32,432,602,2,104
"33",33,520,602,2,104
"34",34,608,602,2,104
