"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,80
"2",2,1,169,2,80
"3",3,1,257,2,80
"4",4,1,344,2,80
"5",5,1,432,2,80
"6",6,1,520,2,80
"7",7,81,602,2,80
"8",8,83,4.5,2,80
"9",9,86.7,17.1,2,80
"10",10,89.7142857142857,3.5,2,80
"11",11,92.7692307692308,16.4615384615385,2,80
"12",12,95.6666666666667,3.5,2,80
"13",13,97,16,2,80
"14",14,97,21,2,80
"15",15,101.6875,3.625,2,80
"16",16,101.7,17.1,2,80
"17",17,106,3.5,2,80
"18",18,107.5,15.8823529411765,1.97058823529412,80
"19",19,107.2,20.8,2,80
"20",20,112.692307692308,3.38461538461538,2.15384615384615,80
"21",21,112,16,2,80
"22",22,112,21,2,80
"23",23,120.024,17.576,2.008,80
"24",24,117,3.5,2,80
"25",25,122,3.04545454545455,2,80
"26",26,128.75,3.375,2,80
"27",27,169,602,2,80
"28",28,257,602,2,80
"29",29,345,602,2,80
"30",30,414.023758099352,123.436285097192,2.47732181425486,80
"31",31,429.038461538462,118.942307692308,1.78846153846154,80
"32",32,432,602,2,80
"33",33,520,602,2,80
"34",34,608,602,2,80
