"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,41
"2",2,1,169,2,41
"3",3,1,257,2,41
"4",4,1,344,2,41
"5",5,1,432,2,41
"6",6,1,520,2,41
"7",7,81,602,2,41
"8",8,83,4.5,2,41
"9",9,86.7,17.1,2,41
"10",10,89.7142857142857,3.5,2,41
"11",11,92.7692307692308,16.4615384615385,2,41
"12",12,95.6666666666667,3.5,2,41
"13",13,97,16,2,41
"14",14,97,21,2,41
"15",15,101.6875,3.625,2,41
"16",16,101.7,17.1,2,41
"17",17,106,3.5,2,41
"18",18,107.5,15.8823529411765,1.97058823529412,41
"19",19,107.2,20.8,2,41
"20",20,112.692307692308,3.38461538461538,2.15384615384615,41
"21",21,112,16,2,41
"22",22,112,21,2,41
"23",23,116.5,17.5,2,41
"24",24,117,3.5,2,41
"25",25,122,3.04545454545455,2,41
"26",26,122.684210526316,16.5789473684211,1.94736842105263,41
"27",27,128.75,3.375,2,41
"28",28,169,602,2,41
"29",29,257,602,2,41
"30",30,345,602,2,41
"31",31,400.018181818182,255.018181818182,1.85454545454545,41
"32",32,402.585062240664,77.5145228215768,2.49377593360996,41
"33",33,409.975,125.0625,2.3875,41
"34",34,418.474074074074,91.9259259259259,2.42222222222222,41
"35",35,419.012658227848,110,2.40506329113924,41
"36",36,420.4625,124.59375,2.4625,41
"37",37,426.60433604336,137.433604336043,2.45528455284553,41
"38",38,428.936708860759,97.9746835443038,2.40506329113924,41
"39",39,432.936708860759,121.050632911392,2.40506329113924,41
"40",40,432,602,2,41
"41",41,449.114457831325,175.265060240964,2.40963855421687,41
"42",42,452.875954198473,226.853053435115,2.47709923664122,41
"43",43,451.56338028169,199.091549295775,2.43661971830986,41
"44",44,520,602,2,41
"45",45,608,602,2,41
