"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,167
"2",2,1,169,2,167
"3",3,1,257,2,167
"4",4,1,344,2,167
"5",5,1,432,2,167
"6",6,1,520,2,167
"7",7,81,602,2,167
"8",8,83,4.5,2,167
"9",9,86.7,17.1,2,167
"10",10,89.7142857142857,3.5,2,167
"11",11,92.7692307692308,16.4615384615385,2,167
"12",12,95.6666666666667,3.5,2,167
"13",13,97,16,2,167
"14",14,97,21,2,167
"15",15,101.6875,3.625,2,167
"16",16,101.7,17.1,2,167
"17",17,107.571428571429,16.2857142857143,2,167
"18",18,106,3.5,2,167
"19",19,112.692307692308,3.38461538461538,2.15384615384615,167
"20",20,112,16,2,167
"21",21,112,21,2,167
"22",22,116.7,17.1,2,167
"23",23,117,3.5,2,167
"24",24,122,3.04545454545455,2,167
"25",25,122.782608695652,17.7173913043478,2.02173913043478,167
"26",26,128.75,3.375,2,167
"27",27,169,602,2,167
"28",28,257,602,2,167
"29",29,278.016207455429,295.233387358185,2.41491085899514,167
"30",30,345,602,2,167
"31",31,432,602,2,167
"32",32,520,602,2,167
"33",33,608,602,2,167
