"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,64
"2",2,1,169,2,64
"3",3,1,257,2,64
"4",4,1,344,2,64
"5",5,1,432,2,64
"6",6,1,520,2,64
"7",7,81,602,2,64
"8",8,83,4.5,2,64
"9",9,86.7,17.1,2,64
"10",10,89.7142857142857,3.5,2,64
"11",11,92.7692307692308,16.4615384615385,2,64
"12",12,95.6666666666667,3.5,2,64
"13",13,97,16,2,64
"14",14,97,21,2,64
"15",15,101.6875,3.625,2,64
"16",16,101.7,17.1,2,64
"17",17,106,3.5,2,64
"18",18,107.5,15.8823529411765,1.97058823529412,64
"19",19,107.2,20.8,2,64
"20",20,112.692307692308,3.38461538461538,2.15384615384615,64
"21",21,112,16,2,64
"22",22,112,21,2,64
"23",23,116.826086956522,17.7608695652174,2.02173913043478,64
"24",24,117,3.5,2,64
"25",25,122,3.04545454545455,2,64
"26",26,122.5,17.5,2,64
"27",27,128.75,3.375,2,64
"28",28,169,602,2,64
"29",29,257,602,2,64
"30",30,345,602,2,64
"31",31,432,602,2,64
"32",32,436.914634146341,67.9756097560976,2.35365853658537,64
"33",33,452.037037037037,55.9259259259259,2.37037037037037,64
"34",34,460.663341645885,68.6733167082294,2.47755610972569,64
"35",35,474,50.8780487804878,2.35365853658537,64
"36",36,475.944444444444,64.0185185185185,1.83333333333333,64
"37",37,520,602,2,64
"38",38,608,602,2,64
