"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,200
"2",2,1,169,2,200
"3",3,1,257,2,200
"4",4,1,344,2,200
"5",5,1,432,2,200
"6",6,1,520,2,200
"7",7,81,602,2,200
"8",8,83,4.5,2,200
"9",9,86.7,17.1,2,200
"10",10,89.7142857142857,3.5,2,200
"11",11,92.7692307692308,16.4615384615385,2,200
"12",12,95.6666666666667,3.5,2,200
"13",13,97,16,2,200
"14",14,97,21,2,200
"15",15,101.6875,3.625,2,200
"16",16,101.7,17.1,2,200
"17",17,107.571428571429,16.2857142857143,2,200
"18",18,106,3.5,2,200
"19",19,112.692307692308,3.38461538461538,2.15384615384615,200
"20",20,112,16,2,200
"21",21,112,21,2,200
"22",22,120.024,17.576,2.008,200
"23",23,117,3.5,2,200
"24",24,122,3.04545454545455,2,200
"25",25,128.75,3.375,2,200
"26",26,169,602,2,200
"27",27,210.855123674912,283.920494699647,2.47349823321555,200
"28",28,221.862745098039,284.058823529412,1.76470588235294,200
"29",29,257,602,2,200
"30",30,345,602,2,200
"31",31,432,602,2,200
"32",32,520,602,2,200
"33",33,608,602,2,200
