"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,185
"2",2,1,169,2,185
"3",3,1,257,2,185
"4",4,1,344,2,185
"5",5,1,432,2,185
"6",6,1,520,2,185
"7",7,81,602,2,185
"8",8,83,4.5,2,185
"9",9,86.7,17.1,2,185
"10",10,89.7142857142857,3.5,2,185
"11",11,92.7692307692308,16.4615384615385,2,185
"12",12,95.6666666666667,3.5,2,185
"13",13,97,16,2,185
"14",14,97,21,2,185
"15",15,101.6875,3.625,2,185
"16",16,101.7,17.1,2,185
"17",17,107.571428571429,16.2857142857143,2,185
"18",18,106,3.5,2,185
"19",19,112.692307692308,3.38461538461538,2.15384615384615,185
"20",20,112,16,2,185
"21",21,112,21,2,185
"22",22,116.851063829787,17.7872340425532,2,185
"23",23,117,3.5,2,185
"24",24,122,3.04545454545455,2,185
"25",25,122.7,17.1,2,185
"26",26,128.75,3.375,2,185
"27",27,169,602,2,185
"28",28,242.745454545455,292.43305785124,2.40330578512397,185
"29",29,257,602,2,185
"30",30,345,602,2,185
"31",31,432,602,2,185
"32",32,520,602,2,185
"33",33,608,602,2,185
