"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,159
"2",2,1,169,2,159
"3",3,1,257,2,159
"4",4,1,344,2,159
"5",5,1,432,2,159
"6",6,1,520,2,159
"7",7,81,602,2,159
"8",8,83,4.5,2,159
"9",9,86.7,17.1,2,159
"10",10,89.7142857142857,3.5,2,159
"11",11,92.7692307692308,16.4615384615385,2,159
"12",12,95.6666666666667,3.5,2,159
"13",13,97,16,2,159
"14",14,97,21,2,159
"15",15,101.6875,3.625,2,159
"16",16,101.7,17.1,2,159
"17",17,107.571428571429,16.2857142857143,2,159
"18",18,106,3.5,2,159
"19",19,112.692307692308,3.38461538461538,2.15384615384615,159
"20",20,112,16,2,159
"21",21,112,21,2,159
"22",22,116.5,17.5,2,159
"23",23,117,3.5,2,159
"24",24,122,3.04545454545455,2,159
"25",25,122.2,15.5,2,159
"26",26,122.2,20.8,2,159
"27",27,125,19,2,159
"28",28,128.75,3.375,2,159
"29",29,169,602,2,159
"30",30,257,602,2,159
"31",31,292.036734693878,286.805442176871,2.41224489795918,159
"32",32,345,602,2,159
"33",33,432,602,2,159
"34",34,520,602,2,159
"35",35,608,602,2,159
