"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,199
"2",2,1,169,2,199
"3",3,1,257,2,199
"4",4,1,344,2,199
"5",5,1,432,2,199
"6",6,1,520,2,199
"7",7,81,602,2,199
"8",8,83,4.5,2,199
"9",9,86.7,17.1,2,199
"10",10,89.7142857142857,3.5,2,199
"11",11,92.7692307692308,16.4615384615385,2,199
"12",12,95.6666666666667,3.5,2,199
"13",13,97,16,2,199
"14",14,97,21,2,199
"15",15,101.6875,3.625,2,199
"16",16,101.7,17.1,2,199
"17",17,107.571428571429,16.2857142857143,2,199
"18",18,106,3.5,2,199
"19",19,112.692307692308,3.38461538461538,2.15384615384615,199
"20",20,112,16,2,199
"21",21,112,21,2,199
"22",22,116.943396226415,17.6792452830189,2,199
"23",23,117,3.5,2,199
"24",24,122,3.04545454545455,2,199
"25",25,122.583333333333,16,2,199
"26",26,122.2,20.8,2,199
"27",27,128.75,3.375,2,199
"28",28,169,602,2,199
"29",29,213.514637904468,285.13405238829,2.42218798151002,199
"30",30,257,602,2,199
"31",31,345,602,2,199
"32",32,432,602,2,199
"33",33,520,602,2,199
"34",34,608,602,2,199
