"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,7
"2",2,1,169,2,7
"3",3,1,257,2,7
"4",4,1,344,2,7
"5",5,1,432,2,7
"6",6,1,520,2,7
"7",7,81,602,2,7
"8",8,83,4.5,2,7
"9",9,86.7,17.1,2,7
"10",10,89.7142857142857,3.5,2,7
"11",11,92.7692307692308,16.4615384615385,2,7
"12",12,95.6666666666667,3.5,2,7
"13",13,97,16,2,7
"14",14,97,21,2,7
"15",15,101.6875,3.625,2,7
"16",16,101.7,17.1,2,7
"17",17,106,3.5,2,7
"18",18,108.054545454545,17.6363636363636,1.98181818181818,7
"19",19,112.692307692308,3.38461538461538,2.15384615384615,7
"20",20,112,16,2,7
"21",21,112,21,2,7
"22",22,116.872340425532,17.7659574468085,2.04255319148936,7
"23",23,117,3.5,2,7
"24",24,122,3.04545454545455,2,7
"25",25,122.875,17.8125,2,7
"26",26,128.75,3.375,2,7
"27",27,169,602,2,7
"28",28,252.981481481481,306.055555555556,1.83333333333333,7
"29",29,257,602,2,7
"30",30,345,602,2,7
"31",31,402.178343949045,75.312101910828,2.45222929936306,7
"32",32,404.865853658537,95.9634146341463,2.35365853658537,7
"33",33,410.012195121951,124.939024390244,2.35365853658537,7
"34",34,419.605263157895,134.637218045113,2.45864661654135,7
"35",35,414.9875,109.0375,2.3875,7
"36",36,431.595918367347,118.032653061224,2.43265306122449,7
"37",37,434,142.137931034483,2.42241379310345,7
"38",38,432,602,2,7
"39",39,452.917840375587,231.753521126761,2.46478873239437,7
"40",40,451.061728395062,197.061728395062,2.37037037037037,7
"41",41,453.585585585586,206.981981981982,2.40540540540541,7
"42",42,520,602,2,7
"43",43,608,602,2,7
"44",44,120,11,3,7
