"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,145
"2",2,1,169,2,145
"3",3,1,257,2,145
"4",4,1,344,2,145
"5",5,1,432,2,145
"6",6,1,520,2,145
"7",7,81,602,2,145
"8",8,83,4.5,2,145
"9",9,86.7,17.1,2,145
"10",10,89.7142857142857,3.5,2,145
"11",11,92.7692307692308,16.4615384615385,2,145
"12",12,95.6666666666667,3.5,2,145
"13",13,97,16,2,145
"14",14,97,21,2,145
"15",15,101.6875,3.625,2,145
"16",16,101.7,17.1,2,145
"17",17,107.298507462687,17.3283582089552,1.98507462686567,145
"18",18,106,3.5,2,145
"19",19,112.692307692308,3.38461538461538,2.15384615384615,145
"20",20,112,16,2,145
"21",21,112,21,2,145
"22",22,116.2,15.5,2,145
"23",23,116.2,20.8,2,145
"24",24,117,3.5,2,145
"25",25,118.5,19,2,145
"26",26,122,3.04545454545455,2,145
"27",27,122.7,17.1,2,145
"28",28,128.75,3.375,2,145
"29",29,169,602,2,145
"30",30,257,602,2,145
"31",31,325.399198931909,257.712950600801,2.41655540720961,145
"32",32,345,602,2,145
"33",33,432,602,2,145
"34",34,520,602,2,145
"35",35,608,602,2,145
