"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,79
"2",2,1,169,2,79
"3",3,1,257,2,79
"4",4,1,344,2,79
"5",5,1,432,2,79
"6",6,1,520,2,79
"7",7,81,602,2,79
"8",8,83,4.5,2,79
"9",9,86.7,17.1,2,79
"10",10,89.7142857142857,3.5,2,79
"11",11,92.7692307692308,16.4615384615385,2,79
"12",12,95.6666666666667,3.5,2,79
"13",13,97,16,2,79
"14",14,97,21,2,79
"15",15,101.6875,3.625,2,79
"16",16,101.7,17.1,2,79
"17",17,106,3.5,2,79
"18",18,107.5,15.8823529411765,1.97058823529412,79
"19",19,107.2,20.8,2,79
"20",20,112.692307692308,3.38461538461538,2.15384615384615,79
"21",21,112,16,2,79
"22",22,112,21,2,79
"23",23,116.943396226415,17.6792452830189,2,79
"24",24,117,3.5,2,79
"25",25,122,3.04545454545455,2,79
"26",26,122.583333333333,16,2,79
"27",27,122.2,20.8,2,79
"28",28,128.75,3.375,2,79
"29",29,169,602,2,79
"30",30,257,602,2,79
"31",31,345,602,2,79
"32",32,415.347222222222,120.266666666667,2.47222222222222,79
"33",33,431.076923076923,114.980769230769,1.78846153846154,79
"34",34,432,602,2,79
"35",35,520,602,2,79
"36",36,608,602,2,79
