"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,194
"2",2,1,169,2,194
"3",3,1,257,2,194
"4",4,1,344,2,194
"5",5,1,432,2,194
"6",6,1,520,2,194
"7",7,81,602,2,194
"8",8,83,4.5,2,194
"9",9,86.7,17.1,2,194
"10",10,89.7142857142857,3.5,2,194
"11",11,92.7692307692308,16.4615384615385,2,194
"12",12,95.6666666666667,3.5,2,194
"13",13,97,16,2,194
"14",14,97,21,2,194
"15",15,101.6875,3.625,2,194
"16",16,101.7,17.1,2,194
"17",17,107.571428571429,16.2857142857143,2,194
"18",18,106,3.5,2,194
"19",19,112.692307692308,3.38461538461538,2.15384615384615,194
"20",20,112,16,2,194
"21",21,112,21,2,194
"22",22,116.943396226415,17.6792452830189,2,194
"23",23,117,3.5,2,194
"24",24,122,3.04545454545455,2,194
"25",25,122.5,17.5,2,194
"26",26,128.75,3.375,2,194
"27",27,169,602,2,194
"28",28,222.747175141243,285.844632768362,2.4138418079096,194
"29",29,257,602,2,194
"30",30,345,602,2,194
"31",31,432,602,2,194
"32",32,520,602,2,194
"33",33,608,602,2,194
