"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,69
"2",2,1,169,2,69
"3",3,1,257,2,69
"4",4,1,344,2,69
"5",5,1,432,2,69
"6",6,1,520,2,69
"7",7,81,602,2,69
"8",8,83,4.5,2,69
"9",9,86.7,17.1,2,69
"10",10,89.7142857142857,3.5,2,69
"11",11,92.7692307692308,16.4615384615385,2,69
"12",12,95.6666666666667,3.5,2,69
"13",13,97,16,2,69
"14",14,97,21,2,69
"15",15,101.6875,3.625,2,69
"16",16,101.7,17.1,2,69
"17",17,106,3.5,2,69
"18",18,107.5,15.8823529411765,1.97058823529412,69
"19",19,107.2,20.8,2,69
"20",20,112.692307692308,3.38461538461538,2.15384615384615,69
"21",21,112,16,2,69
"22",22,112,21,2,69
"23",23,116.851063829787,17.6808510638298,2.04255319148936,69
"24",24,117,3.5,2,69
"25",25,122,3.04545454545455,2,69
"26",26,122.2,15.5,2,69
"27",27,122.2,20.8,2,69
"28",28,125,19,2,69
"29",29,128.75,3.375,2,69
"30",30,169,602,2,69
"31",31,257,602,2,69
"32",32,345,602,2,69
"33",33,438.562711864407,81.3593220338983,2.45762711864407,69
"34",34,432,602,2,69
"35",35,451.037735849057,81,1.81132075471698,69
"36",36,520,602,2,69
"37",37,608,602,2,69
