"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,49
"2",2,1,169,2,49
"3",3,1,257,2,49
"4",4,1,344,2,49
"5",5,1,432,2,49
"6",6,1,520,2,49
"7",7,81,602,2,49
"8",8,83,4.5,2,49
"9",9,86.7,17.1,2,49
"10",10,89.7142857142857,3.5,2,49
"11",11,92.7692307692308,16.4615384615385,2,49
"12",12,95.6666666666667,3.5,2,49
"13",13,97,16,2,49
"14",14,97,21,2,49
"15",15,101.6875,3.625,2,49
"16",16,101.7,17.1,2,49
"17",17,106,3.5,2,49
"18",18,107.5,15.8823529411765,1.97058823529412,49
"19",19,107.2,20.8,2,49
"20",20,112.692307692308,3.38461538461538,2.15384615384615,49
"21",21,112,16,2,49
"22",22,112,21,2,49
"23",23,116.7,17.1,2,49
"24",24,117,3.5,2,49
"25",25,122,3.04545454545455,2,49
"26",26,122.2,15.5,2,49
"27",27,122.904761904762,20.3333333333333,1.9047619047619,49
"28",28,128.75,3.375,2,49
"29",29,169,602,2,49
"30",30,257,602,2,49
"31",31,345,602,2,49
"32",32,408.975308641975,76.9753086419753,2.37037037037037,49
"33",33,443.499599679744,90.5380304243395,2.46437149719776,49
"34",34,432,602,2,49
"35",35,448.916802610114,136.425774877651,2.45350734094617,49
"36",36,444.949367088608,169.936708860759,2.40506329113924,49
"37",37,453.914634146341,161.865853658537,2.35365853658537,49
"38",38,453.888888888889,179.981481481481,1.83333333333333,49
"39",39,462.098765432099,142.987654320988,2.37037037037037,49
"40",40,520,602,2,49
"41",41,608,602,2,49
