"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,77
"2",2,1,169,2,77
"3",3,1,257,2,77
"4",4,1,344,2,77
"5",5,1,432,2,77
"6",6,1,520,2,77
"7",7,81,602,2,77
"8",8,83,4.5,2,77
"9",9,86.7,17.1,2,77
"10",10,89.7142857142857,3.5,2,77
"11",11,92.7692307692308,16.4615384615385,2,77
"12",12,95.6666666666667,3.5,2,77
"13",13,97,16,2,77
"14",14,97,21,2,77
"15",15,101.6875,3.625,2,77
"16",16,101.7,17.1,2,77
"17",17,106,3.5,2,77
"18",18,107.5,15.8823529411765,1.97058823529412,77
"19",19,107.2,20.8,2,77
"20",20,112.692307692308,3.38461538461538,2.15384615384615,77
"21",21,112,16,2,77
"22",22,112,21,2,77
"23",23,116.943396226415,17.6792452830189,2,77
"24",24,117,3.5,2,77
"25",25,122,3.04545454545455,2,77
"26",26,122.851063829787,17.7872340425532,1.97872340425532,77
"27",27,128.75,3.375,2,77
"28",28,169,602,2,77
"29",29,257,602,2,77
"30",30,345,602,2,77
"31",31,415.695022624434,115.174660633484,2.47692307692308,77
"32",32,433.961538461538,106.961538461538,1.78846153846154,77
"33",33,432,602,2,77
"34",34,520,602,2,77
"35",35,608,602,2,77
