"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,83
"2",2,1,169,2,83
"3",3,1,257,2,83
"4",4,1,344,2,83
"5",5,1,432,2,83
"6",6,1,520,2,83
"7",7,81,602,2,83
"8",8,83,4.5,2,83
"9",9,86.7,17.1,2,83
"10",10,89.7142857142857,3.5,2,83
"11",11,92.7692307692308,16.4615384615385,2,83
"12",12,95.6666666666667,3.5,2,83
"13",13,97,16,2,83
"14",14,97,21,2,83
"15",15,101.6875,3.625,2,83
"16",16,101.7,17.1,2,83
"17",17,106,3.5,2,83
"18",18,107.5,15.8823529411765,1.97058823529412,83
"19",19,107.2,20.8,2,83
"20",20,112.692307692308,3.38461538461538,2.15384615384615,83
"21",21,112,16,2,83
"22",22,112,21,2,83
"23",23,116.942307692308,17.75,1.98076923076923,83
"24",24,117,3.5,2,83
"25",25,122,3.04545454545455,2,83
"26",26,122.71875,17.515625,1.9375,83
"27",27,128.75,3.375,2,83
"28",28,169,602,2,83
"29",29,257,602,2,83
"30",30,345,602,2,83
"31",31,411.257286432161,128.231155778894,2.43115577889447,83
"32",32,432,602,2,83
"33",33,520,602,2,83
"34",34,608,602,2,83
"35",35,120,11,3,83
