"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,25
"2",2,1,169,2,25
"3",3,1,257,2,25
"4",4,1,344,2,25
"5",5,1,432,2,25
"6",6,1,520,2,25
"7",7,81,602,2,25
"8",8,83,4.5,2,25
"9",9,86.7,17.1,2,25
"10",10,89.7142857142857,3.5,2,25
"11",11,92.7692307692308,16.4615384615385,2,25
"12",12,95.6666666666667,3.5,2,25
"13",13,97,16,2,25
"14",14,97,21,2,25
"15",15,101.6875,3.625,2,25
"16",16,101.7,17.1,2,25
"17",17,106,3.5,2,25
"18",18,108.089285714286,17.6607142857143,1.98214285714286,25
"19",19,112.692307692308,3.38461538461538,2.15384615384615,25
"20",20,112,16,2,25
"21",21,112,21,2,25
"22",22,116.2,15.5,2,25
"23",23,116.2,20.8,2,25
"24",24,117,3.5,2,25
"25",25,118.5,19,2,25
"26",26,122,3.04545454545455,2,25
"27",27,122.7,17.1,2,25
"28",28,128.75,3.375,2,25
"29",29,169,602,2,25
"30",30,257,602,2,25
"31",31,267.944444444444,300.018518518519,1.83333333333333,25
"32",32,345,602,2,25
"33",33,402.637305699482,76.3316062176166,2.44559585492228,25
"34",34,419.184466019417,130.730097087379,2.45631067961165,25
"35",35,420.743016759777,98.8938547486033,2.45810055865922,25
"36",36,418.061728395062,111.098765432099,2.37037037037037,25
"37",37,432.929411764706,121.929411764706,2.30588235294118,25
"38",38,435.510067114094,139.456375838926,2.4496644295302,25
"39",39,432,602,2,25
"40",40,450.647619047619,184.514285714286,2.41428571428571,25
"41",41,453.511627906977,229.460465116279,2.44418604651163,25
"42",42,453.026315789474,208.973684210526,2.46052631578947,25
"43",43,520,602,2,25
"44",44,608,602,2,25
