"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,123
"2",2,1,169,2,123
"3",3,1,257,2,123
"4",4,1,344,2,123
"5",5,1,432,2,123
"6",6,1,520,2,123
"7",7,81,602,2,123
"8",8,83,4.5,2,123
"9",9,86.7,17.1,2,123
"10",10,89.7142857142857,3.5,2,123
"11",11,92.7692307692308,16.4615384615385,2,123
"12",12,95.6666666666667,3.5,2,123
"13",13,97,16,2,123
"14",14,97,21,2,123
"15",15,101.6875,3.625,2,123
"16",16,101.7,17.1,2,123
"17",17,107.272727272727,17.2727272727273,2,123
"18",18,106,3.5,2,123
"19",19,112.692307692308,3.38461538461538,2.15384615384615,123
"20",20,112,16,2,123
"21",21,112,21,2,123
"22",22,116.722222222222,17.6666666666667,2,123
"23",23,117,3.5,2,123
"24",24,122,3.04545454545455,2,123
"25",25,122.714285714286,17.4761904761905,2,123
"26",26,128.75,3.375,2,123
"27",27,169,602,2,123
"28",28,257,602,2,123
"29",29,345.262711864407,238.223728813559,2.46949152542373,123
"30",30,345,602,2,123
"31",31,362,240.035714285714,1.875,123
"32",32,432,602,2,123
"33",33,520,602,2,123
"34",34,608,602,2,123
