"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,56
"2",2,1,169,2,56
"3",3,1,257,2,56
"4",4,1,344,2,56
"5",5,1,432,2,56
"6",6,1,520,2,56
"7",7,81,602,2,56
"8",8,83,4.5,2,56
"9",9,86.7,17.1,2,56
"10",10,89.7142857142857,3.5,2,56
"11",11,92.7692307692308,16.4615384615385,2,56
"12",12,95.6666666666667,3.5,2,56
"13",13,97,16,2,56
"14",14,97,21,2,56
"15",15,101.6875,3.625,2,56
"16",16,101.7,17.1,2,56
"17",17,106,3.5,2,56
"18",18,107.5,15.8823529411765,1.97058823529412,56
"19",19,107.2,20.8,2,56
"20",20,112.692307692308,3.38461538461538,2.15384615384615,56
"21",21,112,16,2,56
"22",22,112,21,2,56
"23",23,119.611111111111,17.6388888888889,2,56
"24",24,117,3.5,2,56
"25",25,122,3.04545454545455,2,56
"26",26,128.75,3.375,2,56
"27",27,169,602,2,56
"28",28,257,602,2,56
"29",29,345,602,2,56
"30",30,426.075949367089,70.9746835443038,2.40506329113924,56
"31",31,432,602,2,56
"32",32,456.95,70.95,2.3875,56
"33",33,473.440451021846,66.2889358703312,2.46511627906977,56
"34",34,483.945454545455,106.072727272727,1.85454545454545,56
"35",35,520,602,2,56
"36",36,608,602,2,56
