"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,151
"2",2,1,169,2,151
"3",3,1,257,2,151
"4",4,1,344,2,151
"5",5,1,432,2,151
"6",6,1,520,2,151
"7",7,81,602,2,151
"8",8,83,4.5,2,151
"9",9,86.7,17.1,2,151
"10",10,89.7142857142857,3.5,2,151
"11",11,92.7692307692308,16.4615384615385,2,151
"12",12,95.6666666666667,3.5,2,151
"13",13,97,16,2,151
"14",14,97,21,2,151
"15",15,101.6875,3.625,2,151
"16",16,101.7,17.1,2,151
"17",17,107.272727272727,17.2727272727273,2,151
"18",18,106,3.5,2,151
"19",19,112.692307692308,3.38461538461538,2.15384615384615,151
"20",20,112,16,2,151
"21",21,112,21,2,151
"22",22,116.2,15.5,2,151
"23",23,116.2,20.8,2,151
"24",24,117,3.5,2,151
"25",25,118.5,19,2,151
"26",26,122,3.04545454545455,2,151
"27",27,122.648648648649,16.5945945945946,1.97297297297297,151
"28",28,128.75,3.375,2,151
"29",29,169,602,2,151
"30",30,257,602,2,151
"31",31,311.934540389972,267.625348189415,2.41364902506964,151
"32",32,345,602,2,151
"33",33,432,602,2,151
"34",34,520,602,2,151
"35",35,608,602,2,151
