"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,97
"2",2,1,169,2,97
"3",3,1,257,2,97
"4",4,1,344,2,97
"5",5,1,432,2,97
"6",6,1,520,2,97
"7",7,81,602,2,97
"8",8,83,4.5,2,97
"9",9,86.7,17.1,2,97
"10",10,89.7142857142857,3.5,2,97
"11",11,92.7692307692308,16.4615384615385,2,97
"12",12,95.6666666666667,3.5,2,97
"13",13,97,16,2,97
"14",14,97,21,2,97
"15",15,101.6875,3.625,2,97
"16",16,101.7,17.1,2,97
"17",17,107.272727272727,17.2727272727273,2,97
"18",18,106,3.5,2,97
"19",19,112.692307692308,3.38461538461538,2.15384615384615,97
"20",20,112,16,2,97
"21",21,112,21,2,97
"22",22,116.5,17.5,2,97
"23",23,117,3.5,2,97
"24",24,122,3.04545454545455,2,97
"25",25,122.9,17.8,1.98,97
"26",26,128.75,3.375,2,97
"27",27,169,602,2,97
"28",28,257,602,2,97
"29",29,345,602,2,97
"30",30,375.072936660269,169.271593090211,2.44433781190019,97
"31",31,432,602,2,97
"32",32,520,602,2,97
"33",33,608,602,2,97
"34",34,120,11,3,97
