"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,180
"2",2,1,169,2,180
"3",3,1,257,2,180
"4",4,1,344,2,180
"5",5,1,432,2,180
"6",6,1,520,2,180
"7",7,81,602,2,180
"8",8,83,4.5,2,180
"9",9,86.7,17.1,2,180
"10",10,89.7142857142857,3.5,2,180
"11",11,92.7692307692308,16.4615384615385,2,180
"12",12,95.6666666666667,3.5,2,180
"13",13,97,16,2,180
"14",14,97,21,2,180
"15",15,101.6875,3.625,2,180
"16",16,101.7,17.1,2,180
"17",17,107.571428571429,16.2857142857143,2,180
"18",18,106,3.5,2,180
"19",19,112.692307692308,3.38461538461538,2.15384615384615,180
"20",20,112,16,2,180
"21",21,112,21,2,180
"22",22,119.686440677966,17.5677966101695,1.99152542372881,180
"23",23,117,3.5,2,180
"24",24,122,3.04545454545455,2,180
"25",25,128.75,3.375,2,180
"26",26,169,602,2,180
"27",27,251.771004942339,298.716639209226,2.41350906095552,180
"28",28,257,602,2,180
"29",29,345,602,2,180
"30",30,432,602,2,180
"31",31,520,602,2,180
"32",32,608,602,2,180
