"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,53
"2",2,1,169,2,53
"3",3,1,257,2,53
"4",4,1,344,2,53
"5",5,1,432,2,53
"6",6,1,520,2,53
"7",7,81,602,2,53
"8",8,83,4.5,2,53
"9",9,86.7,17.1,2,53
"10",10,89.7142857142857,3.5,2,53
"11",11,92.7692307692308,16.4615384615385,2,53
"12",12,95.6666666666667,3.5,2,53
"13",13,97,16,2,53
"14",14,97,21,2,53
"15",15,101.6875,3.625,2,53
"16",16,101.7,17.1,2,53
"17",17,106,3.5,2,53
"18",18,107.5,15.8823529411765,1.97058823529412,53
"19",19,107.2,20.8,2,53
"20",20,112.692307692308,3.38461538461538,2.15384615384615,53
"21",21,112,16,2,53
"22",22,112,21,2,53
"23",23,116.7,17.1,2,53
"24",24,117,3.5,2,53
"25",25,122,3.04545454545455,2,53
"26",26,122.677419354839,17.5,1.98387096774194,53
"27",27,128.75,3.375,2,53
"28",28,169,602,2,53
"29",29,257,602,2,53
"30",30,345,602,2,53
"31",31,419.962025316456,73.0886075949367,2.40506329113924,53
"32",32,432,602,2,53
"33",33,461.912087912088,65.3376623376623,2.46253746253746,53
"34",34,464.536082474227,101.332474226804,2.46134020618557,53
"35",35,463.078717201166,87.2303206997085,2.44314868804665,53
"36",36,473.071428571429,132.946428571429,1.875,53
"37",37,520,602,2,53
"38",38,608,602,2,53
