"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,86
"2",2,1,169,2,86
"3",3,1,257,2,86
"4",4,1,344,2,86
"5",5,1,432,2,86
"6",6,1,520,2,86
"7",7,81,602,2,86
"8",8,83,4.5,2,86
"9",9,86.7,17.1,2,86
"10",10,89.7142857142857,3.5,2,86
"11",11,92.7692307692308,16.4615384615385,2,86
"12",12,95.6666666666667,3.5,2,86
"13",13,97,16,2,86
"14",14,97,21,2,86
"15",15,101.6875,3.625,2,86
"16",16,101.7,17.1,2,86
"17",17,106,3.5,2,86
"18",18,107.5,15.8823529411765,1.97058823529412,86
"19",19,107.2,20.8,2,86
"20",20,112.692307692308,3.38461538461538,2.15384615384615,86
"21",21,112,16,2,86
"22",22,112,21,2,86
"23",23,116.2,15.5,2,86
"24",24,116.2,20.8,2,86
"25",25,117,3.5,2,86
"26",26,118.5,19,2,86
"27",27,122,3.04545454545455,2,86
"28",28,122.673076923077,17.7307692307692,1.98076923076923,86
"29",29,128.75,3.375,2,86
"30",30,169,602,2,86
"31",31,257,602,2,86
"32",32,345,602,2,86
"33",33,403.660633484163,136.481447963801,2.47149321266968,86
"34",34,416.01724137931,132.948275862069,1.91379310344828,86
"35",35,432,602,2,86
"36",36,520,602,2,86
"37",37,608,602,2,86
