"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,43
"2",2,1,169,2,43
"3",3,1,257,2,43
"4",4,1,344,2,43
"5",5,1,432,2,43
"6",6,1,520,2,43
"7",7,81,602,2,43
"8",8,83,4.5,2,43
"9",9,86.7,17.1,2,43
"10",10,89.7142857142857,3.5,2,43
"11",11,92.7692307692308,16.4615384615385,2,43
"12",12,95.6666666666667,3.5,2,43
"13",13,97,16,2,43
"14",14,97,21,2,43
"15",15,101.6875,3.625,2,43
"16",16,101.7,17.1,2,43
"17",17,106,3.5,2,43
"18",18,107.5,15.8823529411765,1.97058823529412,43
"19",19,107.2,20.8,2,43
"20",20,112.692307692308,3.38461538461538,2.15384615384615,43
"21",21,112,16,2,43
"22",22,112,21,2,43
"23",23,116.5,17.5,2,43
"24",24,117,3.5,2,43
"25",25,122,3.04545454545455,2,43
"26",26,122.734375,17.453125,1.984375,43
"27",27,128.75,3.375,2,43
"28",28,169,602,2,43
"29",29,257,602,2,43
"30",30,345,602,2,43
"31",31,403.892255892256,78.7138047138047,2.46464646464646,43
"32",32,421.013888888889,123.868055555556,2.45833333333333,43
"33",33,418.082706766917,91.8646616541353,2.42105263157895,43
"34",34,420.950617283951,108.925925925926,2.37037037037037,43
"35",35,422.981818181818,245.981818181818,1.85454545454545,43
"36",36,428.921052631579,97.9868421052632,2.46052631578947,43
"37",37,431.498054474708,136.221789883268,2.43579766536965,43
"38",38,432,602,2,43
"39",39,434,120.04,2.48,43
"40",40,444.267045454545,158.159090909091,2.46590909090909,43
"41",41,453.051418439716,210.441489361702,2.45744680851064,43
"42",42,453.987804878049,234,2.35365853658537,43
"43",43,448.116279069767,180,2.46511627906977,43
"44",44,520,602,2,43
"45",45,608,602,2,43
