"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,198
"2",2,1,169,2,198
"3",3,1,257,2,198
"4",4,1,344,2,198
"5",5,1,432,2,198
"6",6,1,520,2,198
"7",7,81,602,2,198
"8",8,83,4.5,2,198
"9",9,86.7,17.1,2,198
"10",10,89.7142857142857,3.5,2,198
"11",11,92.7692307692308,16.4615384615385,2,198
"12",12,95.6666666666667,3.5,2,198
"13",13,97,16,2,198
"14",14,97,21,2,198
"15",15,101.6875,3.625,2,198
"16",16,101.7,17.1,2,198
"17",17,107.571428571429,16.2857142857143,2,198
"18",18,106,3.5,2,198
"19",19,112.692307692308,3.38461538461538,2.15384615384615,198
"20",20,112,16,2,198
"21",21,112,21,2,198
"22",22,116.944444444444,17.6111111111111,2,198
"23",23,117,3.5,2,198
"24",24,122,3.04545454545455,2,198
"25",25,123.053571428571,17.6964285714286,1.98214285714286,198
"26",26,128.75,3.375,2,198
"27",27,169,602,2,198
"28",28,214.419672131148,285.449180327869,2.4655737704918,198
"29",29,227.903846153846,290.076923076923,1.78846153846154,198
"30",30,257,602,2,198
"31",31,345,602,2,198
"32",32,432,602,2,198
"33",33,520,602,2,198
"34",34,608,602,2,198
