"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,46
"2",2,1,169,2,46
"3",3,1,257,2,46
"4",4,1,344,2,46
"5",5,1,432,2,46
"6",6,1,520,2,46
"7",7,81,602,2,46
"8",8,83,4.5,2,46
"9",9,86.7,17.1,2,46
"10",10,89.7142857142857,3.5,2,46
"11",11,92.7692307692308,16.4615384615385,2,46
"12",12,95.6666666666667,3.5,2,46
"13",13,97,16,2,46
"14",14,97,21,2,46
"15",15,101.6875,3.625,2,46
"16",16,101.7,17.1,2,46
"17",17,106,3.5,2,46
"18",18,107.5,15.8823529411765,1.97058823529412,46
"19",19,107.2,20.8,2,46
"20",20,112.692307692308,3.38461538461538,2.15384615384615,46
"21",21,112,16,2,46
"22",22,112,21,2,46
"23",23,116.7,17.1,2,46
"24",24,117,3.5,2,46
"25",25,122,3.04545454545455,2,46
"26",26,122.6,17.7,1.98,46
"27",27,128.75,3.375,2,46
"28",28,169,602,2,46
"29",29,257,602,2,46
"30",30,345,602,2,46
"31",31,404.038461538462,73.1153846153846,2.42307692307692,46
"32",32,414.787128712871,85.8316831683168,2.46287128712871,46
"33",33,432.35071942446,105.769784172662,2.47302158273381,46
"34",34,433.975609756098,127.5,2.35365853658537,46
"35",35,432,602,2,46
"36",36,446.544827586207,146.013793103448,2.44827586206897,46
"37",37,448.125200642055,173.857142857143,2.46388443017657,46
"38",38,443.944444444444,220.018518518519,1.83333333333333,46
"39",39,447.406504065041,128.406504065041,2.41463414634146,46
"40",40,456.059523809524,134.964285714286,2.32142857142857,46
"41",41,520,602,2,46
"42",42,608,602,2,46
