"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,89
"2",2,1,169,2,89
"3",3,1,257,2,89
"4",4,1,344,2,89
"5",5,1,432,2,89
"6",6,1,520,2,89
"7",7,81,602,2,89
"8",8,83,4.5,2,89
"9",9,86.7,17.1,2,89
"10",10,89.7142857142857,3.5,2,89
"11",11,92.7692307692308,16.4615384615385,2,89
"12",12,95.6666666666667,3.5,2,89
"13",13,97,16,2,89
"14",14,97,21,2,89
"15",15,101.6875,3.625,2,89
"16",16,101.7,17.1,2,89
"17",17,106,3.5,2,89
"18",18,107.5,15.8823529411765,1.97058823529412,89
"19",19,107.2,20.8,2,89
"20",20,112.692307692308,3.38461538461538,2.15384615384615,89
"21",21,112,16,2,89
"22",22,112,21,2,89
"23",23,116.2,15.5,2,89
"24",24,116.2,20.8,2,89
"25",25,117,3.5,2,89
"26",26,118.5,19,2,89
"27",27,122,3.04545454545455,2,89
"28",28,122.2,15.5,2,89
"29",29,122.2,20.8,2,89
"30",30,125,19,2,89
"31",31,128.75,3.375,2,89
"32",32,169,602,2,89
"33",33,257,602,2,89
"34",34,345,602,2,89
"35",35,399.965235173824,149.644171779141,2.44376278118609,89
"36",36,432,602,2,89
"37",37,520,602,2,89
"38",38,608,602,2,89
"39",39,126,11,2.5,89
