"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,152
"2",2,1,169,2,152
"3",3,1,257,2,152
"4",4,1,344,2,152
"5",5,1,432,2,152
"6",6,1,520,2,152
"7",7,81,602,2,152
"8",8,83,4.5,2,152
"9",9,86.7,17.1,2,152
"10",10,89.7142857142857,3.5,2,152
"11",11,92.7692307692308,16.4615384615385,2,152
"12",12,95.6666666666667,3.5,2,152
"13",13,97,16,2,152
"14",14,97,21,2,152
"15",15,101.6875,3.625,2,152
"16",16,101.7,17.1,2,152
"17",17,107.272727272727,17.2727272727273,2,152
"18",18,106,3.5,2,152
"19",19,112.692307692308,3.38461538461538,2.15384615384615,152
"20",20,112,16,2,152
"21",21,112,21,2,152
"22",22,116.2,15.5,2,152
"23",23,116.2,20.8,2,152
"24",24,117,3.5,2,152
"25",25,118.5,19,2,152
"26",26,122,3.04545454545455,2,152
"27",27,122.629032258065,17.5806451612903,1.98387096774194,152
"28",28,128.75,3.375,2,152
"29",29,169,602,2,152
"30",30,257,602,2,152
"31",31,307.902479338843,270.990082644628,2.40495867768595,152
"32",32,345,602,2,152
"33",33,432,602,2,152
"34",34,520,602,2,152
"35",35,608,602,2,152
