"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,72
"2",2,1,169,2,72
"3",3,1,257,2,72
"4",4,1,344,2,72
"5",5,1,432,2,72
"6",6,1,520,2,72
"7",7,81,602,2,72
"8",8,83,4.5,2,72
"9",9,86.7,17.1,2,72
"10",10,89.7142857142857,3.5,2,72
"11",11,92.7692307692308,16.4615384615385,2,72
"12",12,95.6666666666667,3.5,2,72
"13",13,97,16,2,72
"14",14,97,21,2,72
"15",15,101.6875,3.625,2,72
"16",16,101.7,17.1,2,72
"17",17,106,3.5,2,72
"18",18,107.5,15.8823529411765,1.97058823529412,72
"19",19,107.2,20.8,2,72
"20",20,112.692307692308,3.38461538461538,2.15384615384615,72
"21",21,112,16,2,72
"22",22,112,21,2,72
"23",23,120.155963302752,17.6697247706422,2.00917431192661,72
"24",24,117,3.5,2,72
"25",25,122,3.04545454545455,2,72
"26",26,128.75,3.375,2,72
"27",27,169,602,2,72
"28",28,257,602,2,72
"29",29,345,602,2,72
"30",30,429.096280087527,89.0525164113786,2.42560175054705,72
"31",31,432,602,2,72
"32",32,520,602,2,72
"33",33,608,602,2,72
