"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,101
"2",2,1,169,2,101
"3",3,1,257,2,101
"4",4,1,344,2,101
"5",5,1,432,2,101
"6",6,1,520,2,101
"7",7,81,602,2,101
"8",8,83,4.5,2,101
"9",9,86.7,17.1,2,101
"10",10,89.7142857142857,3.5,2,101
"11",11,92.7692307692308,16.4615384615385,2,101
"12",12,95.6666666666667,3.5,2,101
"13",13,97,16,2,101
"14",14,97,21,2,101
"15",15,101.6875,3.625,2,101
"16",16,101.7,17.1,2,101
"17",17,107.272727272727,17.2727272727273,2,101
"18",18,106,3.5,2,101
"19",19,112.692307692308,3.38461538461538,2.15384615384615,101
"20",20,112,16,2,101
"21",21,112,21,2,101
"22",22,116.5,17.5,2,101
"23",23,117,3.5,2,101
"24",24,122,3.04545454545455,2,101
"25",25,122.684210526316,16.5789473684211,1.94736842105263,101
"26",26,128.75,3.375,2,101
"27",27,169,602,2,101
"28",28,257,602,2,101
"29",29,345,602,2,101
"30",30,367.293120638086,187.005982053838,2.45962113659023,101
"31",31,383,186.094339622642,1.81132075471698,101
"32",32,432,602,2,101
"33",33,520,602,2,101
"34",34,608,602,2,101
