"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,94
"2",2,1,169,2,94
"3",3,1,257,2,94
"4",4,1,344,2,94
"5",5,1,432,2,94
"6",6,1,520,2,94
"7",7,81,602,2,94
"8",8,83,4.5,2,94
"9",9,86.7,17.1,2,94
"10",10,89.7142857142857,3.5,2,94
"11",11,92.7692307692308,16.4615384615385,2,94
"12",12,95.6666666666667,3.5,2,94
"13",13,97,16,2,94
"14",14,97,21,2,94
"15",15,101.6875,3.625,2,94
"16",16,101.7,17.1,2,94
"17",17,107.272727272727,17.2727272727273,2,94
"18",18,106,3.5,2,94
"19",19,112.72,3.4,2.2,94
"20",20,112,16,2,94
"21",21,112,21,2,94
"22",22,116.5,17.5,2,94
"23",23,117,3.5,2,94
"24",24,122,3.04545454545455,2,94
"25",25,122.5,17.5,2,94
"26",26,128.75,3.375,2,94
"27",27,169,602,2,94
"28",28,257,602,2,94
"29",29,345,602,2,94
"30",30,367.095238095238,134.988095238095,2.32142857142857,94
"31",31,382.798701298701,157.529684601113,2.43228200371058,94
"32",32,432,602,2,94
"33",33,520,602,2,94
"34",34,608,602,2,94
