"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,106
"2",2,1,169,2,106
"3",3,1,257,2,106
"4",4,1,344,2,106
"5",5,1,432,2,106
"6",6,1,520,2,106
"7",7,81,602,2,106
"8",8,83,4.5,2,106
"9",9,86.7,17.1,2,106
"10",10,89.7142857142857,3.5,2,106
"11",11,92.7692307692308,16.4615384615385,2,106
"12",12,95.6666666666667,3.5,2,106
"13",13,97,16,2,106
"14",14,97,21,2,106
"15",15,101.6875,3.625,2,106
"16",16,101.7,17.1,2,106
"17",17,107.272727272727,17.2727272727273,2,106
"18",18,106,3.5,2,106
"19",19,112.692307692308,3.38461538461538,2.15384615384615,106
"20",20,112,16,2,106
"21",21,112,21,2,106
"22",22,116.7,17.1,2,106
"23",23,117,3.5,2,106
"24",24,122,3.04545454545455,2,106
"25",25,122.6,17.7,1.98,106
"26",26,128.75,3.375,2,106
"27",27,169,602,2,106
"28",28,257,602,2,106
"29",29,345,602,2,106
"30",30,365.185619955979,198.270726338958,2.46588407923698,106
"31",31,385.038461538462,212.961538461538,1.78846153846154,106
"32",32,432,602,2,106
"33",33,520,602,2,106
"34",34,608,602,2,106
