"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,39
"2",2,1,169,2,39
"3",3,1,257,2,39
"4",4,1,344,2,39
"5",5,1,432,2,39
"6",6,1,520,2,39
"7",7,81,602,2,39
"8",8,83,4.5,2,39
"9",9,86.7,17.1,2,39
"10",10,89.7142857142857,3.5,2,39
"11",11,92.7692307692308,16.4615384615385,2,39
"12",12,95.6666666666667,3.5,2,39
"13",13,97,16,2,39
"14",14,97,21,2,39
"15",15,101.6875,3.625,2,39
"16",16,101.7,17.1,2,39
"17",17,106,3.5,2,39
"18",18,107.5,15.8823529411765,1.97058823529412,39
"19",19,107.2,20.8,2,39
"20",20,112.692307692308,3.38461538461538,2.15384615384615,39
"21",21,112,16,2,39
"22",22,112,21,2,39
"23",23,116.5,17.5,2,39
"24",24,117,3.5,2,39
"25",25,122,3.04545454545455,2,39
"26",26,122.2,15.5,2,39
"27",27,122.2,20.8,2,39
"28",28,125,19,2,39
"29",29,128.75,3.375,2,39
"30",30,169,602,2,39
"31",31,257,602,2,39
"32",32,345,602,2,39
"33",33,374.018181818182,261.981818181818,1.85454545454545,39
"34",34,402.798353909465,76.880658436214,2.45679012345679,39
"35",35,416.674418604651,126.531976744186,2.45639534883721,39
"36",36,417.496598639456,92.4965986394558,2.38775510204082,39
"37",37,419.025641025641,110.038461538462,2.42307692307692,39
"38",38,429.478547854785,138.917491749175,2.44554455445545,39
"39",39,428.923076923077,98.0128205128205,2.42307692307692,39
"40",40,432.974358974359,121.051282051282,2.42307692307692,39
"41",41,432,602,2,39
"42",42,452.997690531178,229.394919168591,2.46189376443418,39
"43",43,451.018181818182,185.463636363636,2.41818181818182,39
"44",44,448.052631578947,174.052631578947,2.46052631578947,39
"45",45,452.126582278481,202.974683544304,2.40506329113924,39
"46",46,454.051282051282,213,2.42307692307692,39
"47",47,520,602,2,39
"48",48,608,602,2,39
