"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,103
"2",2,1,169,2,103
"3",3,1,257,2,103
"4",4,1,344,2,103
"5",5,1,432,2,103
"6",6,1,520,2,103
"7",7,81,602,2,103
"8",8,83,4.5,2,103
"9",9,86.7,17.1,2,103
"10",10,89.7142857142857,3.5,2,103
"11",11,92.7692307692308,16.4615384615385,2,103
"12",12,95.6666666666667,3.5,2,103
"13",13,97,16,2,103
"14",14,97,21,2,103
"15",15,101.6875,3.625,2,103
"16",16,101.7,17.1,2,103
"17",17,107.272727272727,17.2727272727273,2,103
"18",18,106,3.5,2,103
"19",19,112.692307692308,3.38461538461538,2.15384615384615,103
"20",20,112,16,2,103
"21",21,112,21,2,103
"22",22,116.5,17.5,2,103
"23",23,117,3.5,2,103
"24",24,122,3.04545454545455,2,103
"25",25,122.734375,17.453125,1.984375,103
"26",26,128.75,3.375,2,103
"27",27,169,602,2,103
"28",28,257,602,2,103
"29",29,345,602,2,103
"30",30,365.838383838384,193.073232323232,2.47727272727273,103
"31",31,380.963636363636,186.109090909091,1.85454545454545,103
"32",32,432,602,2,103
"33",33,520,602,2,103
"34",34,608,602,2,103
