"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,54
"2",2,1,169,2,54
"3",3,1,257,2,54
"4",4,1,344,2,54
"5",5,1,432,2,54
"6",6,1,520,2,54
"7",7,81,602,2,54
"8",8,83,4.5,2,54
"9",9,86.7,17.1,2,54
"10",10,89.7142857142857,3.5,2,54
"11",11,92.7692307692308,16.4615384615385,2,54
"12",12,95.6666666666667,3.5,2,54
"13",13,97,16,2,54
"14",14,97,21,2,54
"15",15,101.6875,3.625,2,54
"16",16,101.7,17.1,2,54
"17",17,106,3.5,2,54
"18",18,107.5,15.8823529411765,1.97058823529412,54
"19",19,107.2,20.8,2,54
"20",20,112.692307692308,3.38461538461538,2.15384615384615,54
"21",21,112,16,2,54
"22",22,112,21,2,54
"23",23,116.722222222222,17.6666666666667,2,54
"24",24,117,3.5,2,54
"25",25,122,3.04545454545455,2,54
"26",26,122.5,17.5,2,54
"27",27,128.75,3.375,2,54
"28",28,169,602,2,54
"29",29,257,602,2,54
"30",30,345,602,2,54
"31",31,421.102564102564,73.0769230769231,2.42307692307692,54
"32",32,432,602,2,54
"33",33,467.49217221135,61.5978473581213,2.46477495107632,54
"34",34,466.226573426573,87.7804195804196,2.46853146853147,54
"35",35,457.924050632911,101.898734177215,2.40506329113924,54
"36",36,477,124,1.83333333333333,54
"37",37,520,602,2,54
"38",38,608,602,2,54
