"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,147
"2",2,1,169,2,147
"3",3,1,257,2,147
"4",4,1,344,2,147
"5",5,1,432,2,147
"6",6,1,520,2,147
"7",7,81,602,2,147
"8",8,83,4.5,2,147
"9",9,86.7,17.1,2,147
"10",10,89.7142857142857,3.5,2,147
"11",11,92.7692307692308,16.4615384615385,2,147
"12",12,95.6666666666667,3.5,2,147
"13",13,97,16,2,147
"14",14,97,21,2,147
"15",15,101.6875,3.625,2,147
"16",16,101.7,17.1,2,147
"17",17,107.272727272727,17.2727272727273,2,147
"18",18,106,3.5,2,147
"19",19,112.692307692308,3.38461538461538,2.15384615384615,147
"20",20,112,16,2,147
"21",21,112,21,2,147
"22",22,116.2,15.5,2,147
"23",23,116.2,20.8,2,147
"24",24,117,3.5,2,147
"25",25,118.5,19,2,147
"26",26,122,3.04545454545455,2,147
"27",27,122.914893617021,17.8936170212766,1.97872340425532,147
"28",28,128.75,3.375,2,147
"29",29,169,602,2,147
"30",30,257,602,2,147
"31",31,321.977869986169,261.908713692946,2.42461964038728,147
"32",32,345,602,2,147
"33",33,432,602,2,147
"34",34,520,602,2,147
"35",35,608,602,2,147
