"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,170
"2",2,1,169,2,170
"3",3,1,257,2,170
"4",4,1,344,2,170
"5",5,1,432,2,170
"6",6,1,520,2,170
"7",7,81,602,2,170
"8",8,83,4.5,2,170
"9",9,86.7,17.1,2,170
"10",10,89.7142857142857,3.5,2,170
"11",11,92.7692307692308,16.4615384615385,2,170
"12",12,95.6666666666667,3.5,2,170
"13",13,97,16,2,170
"14",14,97,21,2,170
"15",15,101.6875,3.625,2,170
"16",16,101.7,17.1,2,170
"17",17,107.571428571429,16.2857142857143,2,170
"18",18,106,3.5,2,170
"19",19,112.692307692308,3.38461538461538,2.15384615384615,170
"20",20,112,16,2,170
"21",21,112,21,2,170
"22",22,116.7,17.1,2,170
"23",23,117,3.5,2,170
"24",24,122,3.04545454545455,2,170
"25",25,122.205882352941,17.2941176470588,2.01470588235294,170
"26",26,128.75,3.375,2,170
"27",27,169,602,2,170
"28",28,257,602,2,170
"29",29,269.735244519393,304.568296795953,2.47217537942664,170
"30",30,283.944444444444,294.981481481481,1.83333333333333,170
"31",31,345,602,2,170
"32",32,432,602,2,170
"33",33,520,602,2,170
"34",34,608,602,2,170
