"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,44
"2",2,1,169,2,44
"3",3,1,257,2,44
"4",4,1,344,2,44
"5",5,1,432,2,44
"6",6,1,520,2,44
"7",7,81,602,2,44
"8",8,83,4.5,2,44
"9",9,86.7,17.1,2,44
"10",10,89.7142857142857,3.5,2,44
"11",11,92.7692307692308,16.4615384615385,2,44
"12",12,95.6666666666667,3.5,2,44
"13",13,97,16,2,44
"14",14,97,21,2,44
"15",15,101.6875,3.625,2,44
"16",16,101.7,17.1,2,44
"17",17,106,3.5,2,44
"18",18,107.5,15.8823529411765,1.97058823529412,44
"19",19,107.2,20.8,2,44
"20",20,112.692307692308,3.38461538461538,2.15384615384615,44
"21",21,112,16,2,44
"22",22,112,21,2,44
"23",23,116.7,17.1,2,44
"24",24,117,3.5,2,44
"25",25,122,3.04545454545455,2,44
"26",26,122.5,17.5,2,44
"27",27,128.75,3.375,2,44
"28",28,169,602,2,44
"29",29,257,602,2,44
"30",30,345,602,2,44
"31",31,405.768768768769,79.5915915915916,2.46846846846847,44
"32",32,418.493150684931,93.527397260274,2.3972602739726,44
"33",33,428.546719681909,126.602385685885,2.4493041749503,44
"34",34,422.974683544304,107.987341772152,2.40506329113924,44
"35",35,428.948717948718,99.0641025641026,2.42307692307692,44
"36",36,432.018181818182,237.981818181818,1.85454545454545,44
"37",37,432,602,2,44
"38",38,435.890243902439,117.987804878049,2.35365853658537,44
"39",39,445.03125,148.59375,2.3875,44
"40",40,450.526241134752,194.771631205674,2.46382978723404,44
"41",41,444.078947368421,159.986842105263,2.46052631578947,44
"42",42,520,602,2,44
"43",43,608,602,2,44
