"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,196
"2",2,1,169,2,196
"3",3,1,257,2,196
"4",4,1,344,2,196
"5",5,1,432,2,196
"6",6,1,520,2,196
"7",7,81,602,2,196
"8",8,83,4.5,2,196
"9",9,86.7,17.1,2,196
"10",10,89.7142857142857,3.5,2,196
"11",11,92.7692307692308,16.4615384615385,2,196
"12",12,95.6666666666667,3.5,2,196
"13",13,97,16,2,196
"14",14,97,21,2,196
"15",15,101.6875,3.625,2,196
"16",16,101.7,17.1,2,196
"17",17,107.571428571429,16.2857142857143,2,196
"18",18,106,3.5,2,196
"19",19,112.692307692308,3.38461538461538,2.15384615384615,196
"20",20,112,16,2,196
"21",21,112,21,2,196
"22",22,116.944444444444,17.7222222222222,2.01851851851852,196
"23",23,117,3.5,2,196
"24",24,122,3.04545454545455,2,196
"25",25,122.647058823529,17.7647058823529,2,196
"26",26,128.75,3.375,2,196
"27",27,169,602,2,196
"28",28,218.7484375,286.1453125,2.4203125,196
"29",29,257,602,2,196
"30",30,345,602,2,196
"31",31,432,602,2,196
"32",32,520,602,2,196
"33",33,608,602,2,196
