"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,88
"2",2,1,169,2,88
"3",3,1,257,2,88
"4",4,1,344,2,88
"5",5,1,432,2,88
"6",6,1,520,2,88
"7",7,81,602,2,88
"8",8,83,4.5,2,88
"9",9,86.7,17.1,2,88
"10",10,89.7142857142857,3.5,2,88
"11",11,92.7692307692308,16.4615384615385,2,88
"12",12,95.6666666666667,3.5,2,88
"13",13,97,16,2,88
"14",14,97,21,2,88
"15",15,101.6875,3.625,2,88
"16",16,101.7,17.1,2,88
"17",17,106,3.5,2,88
"18",18,107.5,15.8823529411765,1.97058823529412,88
"19",19,107.2,20.8,2,88
"20",20,112.692307692308,3.38461538461538,2.15384615384615,88
"21",21,112,16,2,88
"22",22,112,21,2,88
"23",23,116.2,15.5,2,88
"24",24,116.2,20.8,2,88
"25",25,117,3.5,2,88
"26",26,118.5,19,2,88
"27",27,122,3.04545454545455,2,88
"28",28,123.047619047619,17.4761904761905,2,88
"29",29,128.75,3.375,2,88
"30",30,169,602,2,88
"31",31,257,602,2,88
"32",32,345,602,2,88
"33",33,400.053997923157,146.214953271028,2.48909657320872,88
"34",34,416,147,1.83333333333333,88
"35",35,432,602,2,88
"36",36,520,602,2,88
"37",37,608,602,2,88
