"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,146
"2",2,1,169,2,146
"3",3,1,257,2,146
"4",4,1,344,2,146
"5",5,1,432,2,146
"6",6,1,520,2,146
"7",7,81,602,2,146
"8",8,83,4.5,2,146
"9",9,86.7,17.1,2,146
"10",10,89.7142857142857,3.5,2,146
"11",11,92.7692307692308,16.4615384615385,2,146
"12",12,95.6666666666667,3.5,2,146
"13",13,97,16,2,146
"14",14,97,21,2,146
"15",15,101.6875,3.625,2,146
"16",16,101.7,17.1,2,146
"17",17,107.272727272727,17.2727272727273,2,146
"18",18,106,3.5,2,146
"19",19,112.692307692308,3.38461538461538,2.15384615384615,146
"20",20,112,16,2,146
"21",21,112,21,2,146
"22",22,116.2,15.5,2,146
"23",23,116.2,20.8,2,146
"24",24,117,3.5,2,146
"25",25,118.5,19,2,146
"26",26,122,3.04545454545455,2,146
"27",27,122.673076923077,17.7307692307692,1.98076923076923,146
"28",28,128.75,3.375,2,146
"29",29,169,602,2,146
"30",30,257,602,2,146
"31",31,323.503457814661,259.586445366528,2.42738589211618,146
"32",32,345,602,2,146
"33",33,432,602,2,146
"34",34,520,602,2,146
"35",35,608,602,2,146
