"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,117
"2",2,1,169,2,117
"3",3,1,257,2,117
"4",4,1,344,2,117
"5",5,1,432,2,117
"6",6,1,520,2,117
"7",7,81,602,2,117
"8",8,83,4.5,2,117
"9",9,86.7,17.1,2,117
"10",10,89.7142857142857,3.5,2,117
"11",11,92.7692307692308,16.4615384615385,2,117
"12",12,95.6666666666667,3.5,2,117
"13",13,97,16,2,117
"14",14,97,21,2,117
"15",15,101.6875,3.625,2,117
"16",16,101.7,17.1,2,117
"17",17,107.272727272727,17.2727272727273,2,117
"18",18,106,3.5,2,117
"19",19,112.692307692308,3.38461538461538,2.15384615384615,117
"20",20,112,16,2,117
"21",21,112,21,2,117
"22",22,116.647058823529,17.7647058823529,2,117
"23",23,117,3.5,2,117
"24",24,122,3.04545454545455,2,117
"25",25,122.8,17.7333333333333,2,117
"26",26,128.75,3.375,2,117
"27",27,169,602,2,117
"28",28,257,602,2,117
"29",29,350.015332197615,217.630323679727,2.47189097103918,117
"30",30,345,602,2,117
"31",31,363.037735849057,211,1.81132075471698,117
"32",32,432,602,2,117
"33",33,520,602,2,117
"34",34,608,602,2,117
