"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,195
"2",2,1,169,2,195
"3",3,1,257,2,195
"4",4,1,344,2,195
"5",5,1,432,2,195
"6",6,1,520,2,195
"7",7,81,602,2,195
"8",8,83,4.5,2,195
"9",9,86.7,17.1,2,195
"10",10,89.7142857142857,3.5,2,195
"11",11,92.7692307692308,16.4615384615385,2,195
"12",12,95.6666666666667,3.5,2,195
"13",13,97,16,2,195
"14",14,97,21,2,195
"15",15,101.6875,3.625,2,195
"16",16,101.7,17.1,2,195
"17",17,107.571428571429,16.2857142857143,2,195
"18",18,106,3.5,2,195
"19",19,112.692307692308,3.38461538461538,2.15384615384615,195
"20",20,112,16,2,195
"21",21,112,21,2,195
"22",22,116.943396226415,17.6792452830189,2,195
"23",23,117,3.5,2,195
"24",24,122,3.04545454545455,2,195
"25",25,122.7,17.1,2,195
"26",26,128.75,3.375,2,195
"27",27,169,602,2,195
"28",28,220.42899408284,285.890532544379,2.41715976331361,195
"29",29,257,602,2,195
"30",30,345,602,2,195
"31",31,432,602,2,195
"32",32,520,602,2,195
"33",33,608,602,2,195
