"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,197
"2",2,1,169,2,197
"3",3,1,257,2,197
"4",4,1,344,2,197
"5",5,1,432,2,197
"6",6,1,520,2,197
"7",7,81,602,2,197
"8",8,83,4.5,2,197
"9",9,86.7,17.1,2,197
"10",10,89.7142857142857,3.5,2,197
"11",11,92.7692307692308,16.4615384615385,2,197
"12",12,95.6666666666667,3.5,2,197
"13",13,97,16,2,197
"14",14,97,21,2,197
"15",15,101.6875,3.625,2,197
"16",16,101.7,17.1,2,197
"17",17,107.571428571429,16.2857142857143,2,197
"18",18,106,3.5,2,197
"19",19,112.692307692308,3.38461538461538,2.15384615384615,197
"20",20,112,16,2,197
"21",21,112,21,2,197
"22",22,116.943396226415,17.6792452830189,2,197
"23",23,117,3.5,2,197
"24",24,122,3.04545454545455,2,197
"25",25,122.851063829787,17.7872340425532,1.97872340425532,197
"26",26,128.75,3.375,2,197
"27",27,169,602,2,197
"28",28,217.548480463097,286.397973950796,2.41968162083936,197
"29",29,257,602,2,197
"30",30,345,602,2,197
"31",31,432,602,2,197
"32",32,520,602,2,197
"33",33,608,602,2,197
