"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,132
"2",2,1,169,2,132
"3",3,1,257,2,132
"4",4,1,344,2,132
"5",5,1,432,2,132
"6",6,1,520,2,132
"7",7,81,602,2,132
"8",8,83,4.5,2,132
"9",9,86.7,17.1,2,132
"10",10,89.7142857142857,3.5,2,132
"11",11,92.7692307692308,16.4615384615385,2,132
"12",12,95.6666666666667,3.5,2,132
"13",13,97,16,2,132
"14",14,97,21,2,132
"15",15,101.6875,3.625,2,132
"16",16,101.7,17.1,2,132
"17",17,107.272727272727,17.2727272727273,2,132
"18",18,106,3.5,2,132
"19",19,112.692307692308,3.38461538461538,2.15384615384615,132
"20",20,112,16,2,132
"21",21,112,21,2,132
"22",22,120.155963302752,17.6697247706422,2.00917431192661,132
"23",23,117,3.5,2,132
"24",24,122,3.04545454545455,2,132
"25",25,128.75,3.375,2,132
"26",26,169,602,2,132
"27",27,257,602,2,132
"28",28,331.988764044944,224.455056179775,2.43258426966292,132
"29",29,345.59383033419,260.866323907455,2.47686375321337,132
"30",30,345,602,2,132
"31",31,355.962264150943,252,1.81132075471698,132
"32",32,432,602,2,132
"33",33,520,602,2,132
"34",34,608,602,2,132
