"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,65
"2",2,1,169,2,65
"3",3,1,257,2,65
"4",4,1,344,2,65
"5",5,1,432,2,65
"6",6,1,520,2,65
"7",7,81,602,2,65
"8",8,83,4.5,2,65
"9",9,86.7,17.1,2,65
"10",10,89.7142857142857,3.5,2,65
"11",11,92.7692307692308,16.4615384615385,2,65
"12",12,95.6666666666667,3.5,2,65
"13",13,97,16,2,65
"14",14,97,21,2,65
"15",15,101.6875,3.625,2,65
"16",16,101.7,17.1,2,65
"17",17,106,3.5,2,65
"18",18,107.5,15.8823529411765,1.97058823529412,65
"19",19,107.2,20.8,2,65
"20",20,112.692307692308,3.38461538461538,2.15384615384615,65
"21",21,112,16,2,65
"22",22,112,21,2,65
"23",23,116.851063829787,17.7872340425532,2,65
"24",24,117,3.5,2,65
"25",25,122,3.04545454545455,2,65
"26",26,122.7,17.1,2,65
"27",27,128.75,3.375,2,65
"28",28,169,602,2,65
"29",29,257,602,2,65
"30",30,345,602,2,65
"31",31,432,602,2,65
"32",32,437.025641025641,70.0128205128205,2.42307692307692,65
"33",33,455.251585623679,70.4016913319239,2.47145877378435,65
"34",34,471.962264150943,68,1.81132075471698,65
"35",35,520,602,2,65
"36",36,608,602,2,65
