"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,157
"2",2,1,169,2,157
"3",3,1,257,2,157
"4",4,1,344,2,157
"5",5,1,432,2,157
"6",6,1,520,2,157
"7",7,81,602,2,157
"8",8,83,4.5,2,157
"9",9,86.7,17.1,2,157
"10",10,89.7142857142857,3.5,2,157
"11",11,92.7692307692308,16.4615384615385,2,157
"12",12,95.6666666666667,3.5,2,157
"13",13,97,16,2,157
"14",14,97,21,2,157
"15",15,101.6875,3.625,2,157
"16",16,101.7,17.1,2,157
"17",17,107.571428571429,16.2857142857143,2,157
"18",18,106,3.5,2,157
"19",19,112.692307692308,3.38461538461538,2.15384615384615,157
"20",20,112,16,2,157
"21",21,112,21,2,157
"22",22,116.5,17.5,2,157
"23",23,117,3.5,2,157
"24",24,122,3.04545454545455,2,157
"25",25,122.918367346939,17.8163265306122,1.95918367346939,157
"26",26,128.75,3.375,2,157
"27",27,169,602,2,157
"28",28,257,602,2,157
"29",29,294.072463768116,281.391304347826,2.47826086956522,157
"30",30,304.017857142857,276.928571428571,1.875,157
"31",31,345,602,2,157
"32",32,432,602,2,157
"33",33,520,602,2,157
"34",34,608,602,2,157
