"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,188
"2",2,1,169,2,188
"3",3,1,257,2,188
"4",4,1,344,2,188
"5",5,1,432,2,188
"6",6,1,520,2,188
"7",7,81,602,2,188
"8",8,83,4.5,2,188
"9",9,86.7,17.1,2,188
"10",10,89.7142857142857,3.5,2,188
"11",11,92.7692307692308,16.4615384615385,2,188
"12",12,95.6666666666667,3.5,2,188
"13",13,97,16,2,188
"14",14,97,21,2,188
"15",15,101.6875,3.625,2,188
"16",16,101.7,17.1,2,188
"17",17,107.571428571429,16.2857142857143,2,188
"18",18,106,3.5,2,188
"19",19,112.692307692308,3.38461538461538,2.15384615384615,188
"20",20,112,16,2,188
"21",21,112,21,2,188
"22",22,116.8,17.7333333333333,2,188
"23",23,117,3.5,2,188
"24",24,122,3.04545454545455,2,188
"25",25,123.01724137931,17.7758620689655,1.98275862068966,188
"26",26,128.75,3.375,2,188
"27",27,169,602,2,188
"28",28,236.729651162791,289.024709302326,2.41860465116279,188
"29",29,257,602,2,188
"30",30,345,602,2,188
"31",31,432,602,2,188
"32",32,520,602,2,188
"33",33,608,602,2,188
