"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,121
"2",2,1,169,2,121
"3",3,1,257,2,121
"4",4,1,344,2,121
"5",5,1,432,2,121
"6",6,1,520,2,121
"7",7,81,602,2,121
"8",8,83,4.5,2,121
"9",9,86.7,17.1,2,121
"10",10,89.7142857142857,3.5,2,121
"11",11,92.7692307692308,16.4615384615385,2,121
"12",12,95.6666666666667,3.5,2,121
"13",13,97,16,2,121
"14",14,97,21,2,121
"15",15,101.6875,3.625,2,121
"16",16,101.7,17.1,2,121
"17",17,107.272727272727,17.2727272727273,2,121
"18",18,106,3.5,2,121
"19",19,112.692307692308,3.38461538461538,2.15384615384615,121
"20",20,112,16,2,121
"21",21,112,21,2,121
"22",22,116.673076923077,17.7307692307692,2.01923076923077,121
"23",23,117,3.5,2,121
"24",24,122,3.04545454545455,2,121
"25",25,122.648648648649,16.5945945945946,1.97297297297297,121
"26",26,128.75,3.375,2,121
"27",27,169,602,2,121
"28",28,257,602,2,121
"29",29,346.786688051323,229.773857257418,2.46511627906977,121
"30",30,345,602,2,121
"31",31,361.037735849057,223,1.81132075471698,121
"32",32,432,602,2,121
"33",33,520,602,2,121
"34",34,608,602,2,121
