"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,192
"2",2,1,169,2,192
"3",3,1,257,2,192
"4",4,1,344,2,192
"5",5,1,432,2,192
"6",6,1,520,2,192
"7",7,81,602,2,192
"8",8,83,4.5,2,192
"9",9,86.7,17.1,2,192
"10",10,89.7142857142857,3.5,2,192
"11",11,92.7692307692308,16.4615384615385,2,192
"12",12,95.6666666666667,3.5,2,192
"13",13,97,16,2,192
"14",14,97,21,2,192
"15",15,101.6875,3.625,2,192
"16",16,101.7,17.1,2,192
"17",17,107.571428571429,16.2857142857143,2,192
"18",18,106,3.5,2,192
"19",19,112.692307692308,3.38461538461538,2.15384615384615,192
"20",20,112,16,2,192
"21",21,112,21,2,192
"22",22,120.155963302752,17.6697247706422,2.00917431192661,192
"23",23,117,3.5,2,192
"24",24,122,3.04545454545455,2,192
"25",25,128.75,3.375,2,192
"26",26,169,602,2,192
"27",27,226.135483870968,285.553225806452,2.4758064516129,192
"28",28,240.018518518519,290.055555555556,1.83333333333333,192
"29",29,257,602,2,192
"30",30,345,602,2,192
"31",31,432,602,2,192
"32",32,520,602,2,192
"33",33,608,602,2,192
