"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,171
"2",2,1,169,2,171
"3",3,1,257,2,171
"4",4,1,344,2,171
"5",5,1,432,2,171
"6",6,1,520,2,171
"7",7,81,602,2,171
"8",8,83,4.5,2,171
"9",9,86.7,17.1,2,171
"10",10,89.7142857142857,3.5,2,171
"11",11,92.7692307692308,16.4615384615385,2,171
"12",12,95.6666666666667,3.5,2,171
"13",13,97,16,2,171
"14",14,97,21,2,171
"15",15,101.6875,3.625,2,171
"16",16,101.7,17.1,2,171
"17",17,107.571428571429,16.2857142857143,2,171
"18",18,106,3.5,2,171
"19",19,112.692307692308,3.38461538461538,2.15384615384615,171
"20",20,112,16,2,171
"21",21,112,21,2,171
"22",22,116.7,17.1,2,171
"23",23,117,3.5,2,171
"24",24,122,3.04545454545455,2,171
"25",25,122.648648648649,16.5945945945946,1.97297297297297,171
"26",26,128.75,3.375,2,171
"27",27,169,602,2,171
"28",28,267.474153297683,306.711229946524,2.47593582887701,171
"29",29,257,602,2,171
"30",30,276.939024390244,319.036585365854,2.35365853658537,171
"31",31,281.055555555556,297.018518518519,1.83333333333333,171
"32",32,345,602,2,171
"33",33,432,602,2,171
"34",34,520,602,2,171
"35",35,608,602,2,171
