"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,178
"2",2,1,169,2,178
"3",3,1,257,2,178
"4",4,1,344,2,178
"5",5,1,432,2,178
"6",6,1,520,2,178
"7",7,81,602,2,178
"8",8,83,4.5,2,178
"9",9,86.7,17.1,2,178
"10",10,89.7142857142857,3.5,2,178
"11",11,92.7692307692308,16.4615384615385,2,178
"12",12,95.6666666666667,3.5,2,178
"13",13,97,16,2,178
"14",14,97,21,2,178
"15",15,101.6875,3.625,2,178
"16",16,101.7,17.1,2,178
"17",17,107.571428571429,16.2857142857143,2,178
"18",18,106,3.5,2,178
"19",19,112.692307692308,3.38461538461538,2.15384615384615,178
"20",20,112,16,2,178
"21",21,112,21,2,178
"22",22,116.722222222222,17.6666666666667,2,178
"23",23,117,3.5,2,178
"24",24,122,3.04545454545455,2,178
"25",25,123.132075471698,17.8679245283019,1.9622641509434,178
"26",26,128.75,3.375,2,178
"27",27,169,602,2,178
"28",28,254.844551282051,301.259615384615,2.41025641025641,178
"29",29,257,602,2,178
"30",30,345,602,2,178
"31",31,432,602,2,178
"32",32,520,602,2,178
"33",33,608,602,2,178
