"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,57
"2",2,1,169,2,57
"3",3,1,257,2,57
"4",4,1,344,2,57
"5",5,1,432,2,57
"6",6,1,520,2,57
"7",7,81,602,2,57
"8",8,83,4.5,2,57
"9",9,86.7,17.1,2,57
"10",10,89.7142857142857,3.5,2,57
"11",11,92.7692307692308,16.4615384615385,2,57
"12",12,95.6666666666667,3.5,2,57
"13",13,97,16,2,57
"14",14,97,21,2,57
"15",15,101.6875,3.625,2,57
"16",16,101.7,17.1,2,57
"17",17,106,3.5,2,57
"18",18,107.5,15.8823529411765,1.97058823529412,57
"19",19,107.2,20.8,2,57
"20",20,112.692307692308,3.38461538461538,2.15384615384615,57
"21",21,112,16,2,57
"22",22,112,21,2,57
"23",23,116.647058823529,17.7647058823529,2,57
"24",24,117,3.5,2,57
"25",25,122,3.04545454545455,2,57
"26",26,122.8,17.7333333333333,2,57
"27",27,128.75,3.375,2,57
"28",28,169,602,2,57
"29",29,257,602,2,57
"30",30,345,602,2,57
"31",31,430.085365853659,69.0609756097561,2.35365853658537,57
"32",32,432,602,2,57
"33",33,474.634164777022,63.2207105064248,2.46938775510204,57
"34",34,474,82.9761904761905,2.32142857142857,57
"35",35,487.055555555556,97,1.83333333333333,57
"36",36,520,602,2,57
"37",37,608,602,2,57
