"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,10
"2",2,1,169,2,10
"3",3,1,257,2,10
"4",4,1,344,2,10
"5",5,1,432,2,10
"6",6,1,520,2,10
"7",7,81,602,2,10
"8",8,83,4.5,2,10
"9",9,86.7,17.1,2,10
"10",10,89.7142857142857,3.5,2,10
"11",11,92.7692307692308,16.4615384615385,2,10
"12",12,95.6666666666667,3.5,2,10
"13",13,97,16,2,10
"14",14,97,21,2,10
"15",15,101.6875,3.625,2,10
"16",16,101.7,17.1,2,10
"17",17,106,3.5,2,10
"18",18,108.089285714286,17.6607142857143,1.98214285714286,10
"19",19,112.692307692308,3.38461538461538,2.15384615384615,10
"20",20,112,16,2,10
"21",21,112,21,2,10
"22",22,120.070796460177,17.5398230088496,2,10
"23",23,117,3.5,2,10
"24",24,122,3.04545454545455,2,10
"25",25,128.75,3.375,2,10
"26",26,169,602,2,10
"27",27,257,602,2,10
"28",28,261.018181818182,302.981818181818,1.85454545454545,10
"29",29,345,602,2,10
"30",30,404.012195121951,89.9878048780488,2.35365853658537,10
"31",31,401.898089171975,75.1847133757962,2.47133757961783,10
"32",32,422.826436781609,126.364367816092,2.47011494252874,10
"33",33,414.01282051282,107.923076923077,2.42307692307692,10
"34",34,433.956896551724,142.112068965517,2.42241379310345,10
"35",35,432,602,2,10
"36",36,452.825665859564,232.486682808717,2.46731234866828,10
"37",37,450.974683544304,193.924050632911,2.40506329113924,10
"38",38,452.954954954955,202.585585585586,2.40540540540541,10
"39",39,520,602,2,10
"40",40,608,602,2,10
