"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,109
"2",2,1,169,2,109
"3",3,1,257,2,109
"4",4,1,344,2,109
"5",5,1,432,2,109
"6",6,1,520,2,109
"7",7,81,602,2,109
"8",8,83,4.5,2,109
"9",9,86.7,17.1,2,109
"10",10,89.7142857142857,3.5,2,109
"11",11,92.7692307692308,16.4615384615385,2,109
"12",12,95.6666666666667,3.5,2,109
"13",13,97,16,2,109
"14",14,97,21,2,109
"15",15,101.6875,3.625,2,109
"16",16,101.7,17.1,2,109
"17",17,107.272727272727,17.2727272727273,2,109
"18",18,106,3.5,2,109
"19",19,112.692307692308,3.38461538461538,2.15384615384615,109
"20",20,112,16,2,109
"21",21,112,21,2,109
"22",22,116.7,17.1,2,109
"23",23,117,3.5,2,109
"24",24,122,3.04545454545455,2,109
"25",25,122.2,15.5,2,109
"26",26,122.904761904762,20.3333333333333,1.9047619047619,109
"27",27,128.75,3.375,2,109
"28",28,169,602,2,109
"29",29,257,602,2,109
"30",30,345,602,2,109
"31",31,361.381913303438,198.941704035874,2.46636771300448,109
"32",32,377.078431372549,202.941176470588,1.76470588235294,109
"33",33,432,602,2,109
"34",34,520,602,2,109
"35",35,608,602,2,109
