"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,129
"2",2,1,169,2,129
"3",3,1,257,2,129
"4",4,1,344,2,129
"5",5,1,432,2,129
"6",6,1,520,2,129
"7",7,81,602,2,129
"8",8,83,4.5,2,129
"9",9,86.7,17.1,2,129
"10",10,89.7142857142857,3.5,2,129
"11",11,92.7692307692308,16.4615384615385,2,129
"12",12,95.6666666666667,3.5,2,129
"13",13,97,16,2,129
"14",14,97,21,2,129
"15",15,101.6875,3.625,2,129
"16",16,101.7,17.1,2,129
"17",17,107.272727272727,17.2727272727273,2,129
"18",18,106,3.5,2,129
"19",19,112.692307692308,3.38461538461538,2.15384615384615,129
"20",20,112,16,2,129
"21",21,112,21,2,129
"22",22,116.826086956522,17.7608695652174,2.02173913043478,129
"23",23,117,3.5,2,129
"24",24,122,3.04545454545455,2,129
"25",25,122.2,15.5,2,129
"26",26,122.2,20.8,2,129
"27",27,125,19,2,129
"28",28,128.75,3.375,2,129
"29",29,169,602,2,129
"30",30,257,602,2,129
"31",31,332.637755102041,225.107142857143,2.4234693877551,129
"32",32,348.73388042204,259.289566236811,2.4630715123095,129
"33",33,345,602,2,129
"34",34,361.962264150943,254,1.81132075471698,129
"35",35,432,602,2,129
"36",36,520,602,2,129
"37",37,608,602,2,129
