"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,8
"2",2,1,169,2,8
"3",3,1,257,2,8
"4",4,1,344,2,8
"5",5,1,432,2,8
"6",6,1,520,2,8
"7",7,81,602,2,8
"8",8,83,4.5,2,8
"9",9,86.7,17.1,2,8
"10",10,89.7142857142857,3.5,2,8
"11",11,92.7692307692308,16.4615384615385,2,8
"12",12,95.6666666666667,3.5,2,8
"13",13,97,16,2,8
"14",14,97,21,2,8
"15",15,101.6875,3.625,2,8
"16",16,101.7,17.1,2,8
"17",17,106,3.5,2,8
"18",18,108.089285714286,17.6607142857143,1.98214285714286,8
"19",19,112.692307692308,3.38461538461538,2.15384615384615,8
"20",20,112,16,2,8
"21",21,112,21,2,8
"22",22,116.8,17.7333333333333,2,8
"23",23,117,3.5,2,8
"24",24,122,3.04545454545455,2,8
"25",25,123.01724137931,17.7758620689655,1.98275862068966,8
"26",26,128.75,3.375,2,8
"27",27,169,602,2,8
"28",28,255.038461538462,304.038461538462,1.78846153846154,8
"29",29,257,602,2,8
"30",30,345,602,2,8
"31",31,402.178343949045,75.312101910828,2.45222929936306,8
"32",32,404.064935064935,94,2.44155844155844,8
"33",33,410.012195121951,124.939024390244,2.35365853658537,8
"34",34,423.780678851175,128.041775456919,2.46083550913838,8
"35",35,414.936708860759,108.962025316456,2.40506329113924,8
"36",36,433.923076923077,142.119658119658,2.41025641025641,8
"37",37,432,602,2,8
"38",38,453.047846889952,232.088516746411,2.47129186602871,8
"39",39,451.064102564103,196.038461538462,2.42307692307692,8
"40",40,453.474747474747,205.464646464646,2.39393939393939,8
"41",41,520,602,2,8
"42",42,608,602,2,8
