"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,12
"2",2,1,169,2,12
"3",3,1,257,2,12
"4",4,1,344,2,12
"5",5,1,432,2,12
"6",6,1,520,2,12
"7",7,81,602,2,12
"8",8,83,4.5,2,12
"9",9,86.7,17.1,2,12
"10",10,89.7142857142857,3.5,2,12
"11",11,92.7692307692308,16.4615384615385,2,12
"12",12,95.6666666666667,3.5,2,12
"13",13,97,16,2,12
"14",14,97,21,2,12
"15",15,101.6875,3.625,2,12
"16",16,101.7,17.1,2,12
"17",17,106,3.5,2,12
"18",18,108.089285714286,17.6607142857143,1.98214285714286,12
"19",19,112.692307692308,3.38461538461538,2.15384615384615,12
"20",20,112,16,2,12
"21",21,112,21,2,12
"22",22,120.155963302752,17.6697247706422,2.00917431192661,12
"23",23,117,3.5,2,12
"24",24,122,3.04545454545455,2,12
"25",25,128.75,3.375,2,12
"26",26,169,602,2,12
"27",27,257,602,2,12
"28",28,263.962962962963,304.055555555556,1.83333333333333,12
"29",29,345,602,2,12
"30",30,402.936708860759,87.1139240506329,2.40506329113924,12
"31",31,401.859872611465,75.2101910828026,2.47133757961783,12
"32",32,423.337284482759,124.89224137931,2.45474137931034,12
"33",33,414.036585365854,105.182926829268,2.35365853658537,12
"34",34,433.923076923077,142.119658119658,2.41025641025641,12
"35",35,432,602,2,12
"36",36,450.974683544304,189.962025316456,2.40506329113924,12
"37",37,451.973913043478,199.495652173913,2.35652173913043,12
"38",38,453.360774818402,232.249394673123,2.47457627118644,12
"39",39,520,602,2,12
"40",40,608,602,2,12
