"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,158
"2",2,1,169,2,158
"3",3,1,257,2,158
"4",4,1,344,2,158
"5",5,1,432,2,158
"6",6,1,520,2,158
"7",7,81,602,2,158
"8",8,83,4.5,2,158
"9",9,86.7,17.1,2,158
"10",10,89.7142857142857,3.5,2,158
"11",11,92.7692307692308,16.4615384615385,2,158
"12",12,95.6666666666667,3.5,2,158
"13",13,97,16,2,158
"14",14,97,21,2,158
"15",15,101.6875,3.625,2,158
"16",16,101.7,17.1,2,158
"17",17,107.571428571429,16.2857142857143,2,158
"18",18,106,3.5,2,158
"19",19,112.692307692308,3.38461538461538,2.15384615384615,158
"20",20,112,16,2,158
"21",21,112,21,2,158
"22",22,116.5,17.5,2,158
"23",23,117,3.5,2,158
"24",24,122,3.04545454545455,2,158
"25",25,123.019230769231,17.6346153846154,1.98076923076923,158
"26",26,128.75,3.375,2,158
"27",27,169,602,2,158
"28",28,257,602,2,158
"29",29,293.512747875354,284.290368271955,2.43484419263456,158
"30",30,345,602,2,158
"31",31,432,602,2,158
"32",32,520,602,2,158
"33",33,608,602,2,158
