"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,156
"2",2,1,169,2,156
"3",3,1,257,2,156
"4",4,1,344,2,156
"5",5,1,432,2,156
"6",6,1,520,2,156
"7",7,81,602,2,156
"8",8,83,4.5,2,156
"9",9,86.7,17.1,2,156
"10",10,89.7142857142857,3.5,2,156
"11",11,92.7692307692308,16.4615384615385,2,156
"12",12,95.6666666666667,3.5,2,156
"13",13,97,16,2,156
"14",14,97,21,2,156
"15",15,101.6875,3.625,2,156
"16",16,101.7,17.1,2,156
"17",17,107.571428571429,16.2857142857143,2,156
"18",18,106,3.5,2,156
"19",19,112.692307692308,3.38461538461538,2.15384615384615,156
"20",20,112,16,2,156
"21",21,112,21,2,156
"22",22,116.5,17.5,2,156
"23",23,117,3.5,2,156
"24",24,122,3.04545454545455,2,156
"25",25,122.653846153846,17.6346153846154,1.96153846153846,156
"26",26,128.75,3.375,2,156
"27",27,169,602,2,156
"28",28,257,602,2,156
"29",29,296.336419753086,278.429012345679,2.41203703703704,156
"30",30,345,602,2,156
"31",31,432,602,2,156
"32",32,520,602,2,156
"33",33,608,602,2,156
